Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,churn_probability,predicted_churn,estimated_annual_revenue,risk_segment
Male,Yes,No,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,98.85,2866.65,0.020368673,0,1186.1999999999998,Low Risk
Male,No,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,0.0,0.6767933,1,745.2,High Risk
Male,Yes,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),35.53,923.78,0.017761871,0,426.36,Low Risk
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.45,1536.3,0.17321773,0,341.4,Low Risk
Female,No,No,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),71.93,2301.76,0.020794323,0,863.1600000000001,Low Risk
Female,Yes,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,97.63,1171.56,0.046056524,0,1171.56,Low Risk
Female,Yes,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,64.28,192.84,0.030319216,0,771.36,Low Risk
Female,No,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),82.45,3050.65,0.012049158,0,989.4000000000001,Low Risk
Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.02,3096.86,0.0069814594,0,864.24,Low Risk
Female,No,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.24,1825.08,0.0071335225,0,326.88,Low Risk
Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.08,192.64,0.012667257,0,288.96,Low Risk
Male,Yes,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.94,803.62,0.007685283,0,419.28,Low Risk
Male,Yes,No,Yes,71,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.0,2698.0,0.03522657,0,456.0,Low Risk
Male,No,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,43.62,1352.22,0.06385039,0,523.4399999999999,Low Risk
Male,Yes,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.62,4720.3,0.17724824,0,871.44,Low Risk
Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.64,5223.48,0.28118873,0,1099.68,Low Risk
Male,Yes,Yes,No,35,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),95.57,3344.95,0.20783198,0,1146.84,Low Risk
Female,Yes,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.56,1534.08,0.020163765,0,270.71999999999997,Low Risk
Female,No,Yes,Yes,44,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.42,3230.48,0.054912925,0,881.04,Low Risk
Female,No,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.29,1999.14,0.032605466,0,363.48,Low Risk
Female,Yes,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,82.63,2561.53,0.17198455,0,991.56,Low Risk
Male,Yes,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.65,1603.7,0.099450305,0,331.79999999999995,Low Risk
Female,No,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.05,3962.75,0.23571812,0,864.5999999999999,Low Risk
Female,Yes,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.52,1209.52,0.059567567,0,558.24,Low Risk
Male,Yes,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,39.78,1113.84,0.15546082,0,477.36,Low Risk
Female,Yes,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),40.02,1400.7,0.045066573,0,480.24,Low Risk
Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,60.38,120.76,0.25759146,0,724.5600000000001,Low Risk
Female,Yes,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.75,1485.75,0.28749257,0,849.0,Low Risk
Male,Yes,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.87,47.74,0.12842877,0,286.44,Low Risk
Female,No,No,Yes,55,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,78.43,4313.65,0.012958518,0,941.1600000000001,Low Risk
Female,No,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.82,328.02,0.08058756,0,357.84000000000003,Low Risk
Female,No,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.59,1468.62,0.53227127,1,979.08,Medium Risk
Female,No,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.11,903.3,0.045821942,0,361.32,Low Risk
Male,Yes,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.69,1203.18,0.31897327,1,656.28,Medium Risk
Male,Yes,Yes,No,35,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,38.35,1342.25,0.20008904,0,460.20000000000005,Low Risk
Female,No,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.93,1815.1,0.010836512,0,311.15999999999997,Low Risk
Female,No,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.98,799.68,0.2899687,0,599.76,Low Risk
Male,Yes,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.44,565.92,0.054735485,0,377.28000000000003,Low Risk
Female,Yes,Yes,Yes,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,93.16,2701.64,0.022819493,0,1117.92,Low Risk
Male,Yes,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.03,432.18,0.32117617,1,864.36,Medium Risk
Female,Yes,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.09,30.09,0.055856828,0,361.08,Low Risk
Male,No,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.82,1316.82,0.032388583,0,309.84000000000003,Low Risk
Female,Yes,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.61,1153.82,0.035696775,0,223.32,Low Risk
Female,No,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.15,902.7,0.29396677,0,601.8,Low Risk
Male,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,74.35,5204.5,0.11435812,0,892.1999999999999,Low Risk
Female,Yes,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.31,3496.33,0.36361256,1,975.72,Medium Risk
Female,No,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),115.26,5878.26,0.27972692,0,1383.1200000000001,Low Risk
Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.18,261.8,0.036891155,0,314.15999999999997,Low Risk
Male,No,No,No,19,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,94.33,1792.27,0.14301775,0,1131.96,Low Risk
Female,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.81,2319.11,0.25344455,0,897.72,Low Risk
Female,Yes,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,37.02,0.0,0.14512745,0,444.24,Low Risk
Male,Yes,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.25,1758.0,0.0057931673,0,879.0,Low Risk
Male,No,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,102.67,410.68,0.46987233,1,1232.04,Medium Risk
Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.31,2437.29,0.0041298475,0,495.72,Low Risk
Female,No,Yes,No,55,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,54.54,2999.7,0.21536504,0,654.48,Low Risk
Male,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.43,2169.09,0.0040052054,0,413.15999999999997,Low Risk
Male,No,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.1,2671.2,0.08780646,0,445.20000000000005,Low Risk
Female,Yes,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.83,95.32,0.031092333,0,285.96,Low Risk
Male,Yes,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.2,788.4,0.004045429,0,350.4,Low Risk
Male,No,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.95,2446.5,0.06758317,0,419.40000000000003,Low Risk
Female,Yes,No,Yes,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.58,6874.8,0.027407715,0,1374.96,Low Risk
Female,No,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.76,308.8,0.0169665,0,741.12,Low Risk
Female,Yes,No,Yes,68,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.25,4709.0,0.0348276,0,831.0,Low Risk
Female,Yes,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.37,738.21,0.03099856,0,268.44,Low Risk
Male,No,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,40.67,1586.13,0.10295531,0,488.04,Low Risk
Female,Yes,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,80.55,805.5,0.16085692,0,966.5999999999999,Low Risk
Male,Yes,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.97,1582.02,0.0050516413,0,287.64,Low Risk
Male,No,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.71,737.04,0.04682646,0,368.52,Low Risk
Female,No,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.78,2269.5,0.2517018,0,1089.3600000000001,Low Risk
Male,Yes,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,96.85,1646.45,0.018921116,0,1162.1999999999998,Low Risk
Male,Yes,No,Yes,33,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),59.91,1977.03,0.007058008,0,718.92,Low Risk
Male,Yes,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.25,649.75,0.12383511,0,339.0,Low Risk
Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.61,474.15,0.16916536,0,379.32,Low Risk
Female,Yes,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.84,502.08,0.563521,1,502.08000000000004,Medium Risk
Female,Yes,No,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.54,3393.54,0.08011241,0,798.48,Low Risk
Male,Yes,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.51,0.0,0.65229946,1,378.12,High Risk
Male,No,Yes,No,24,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.82,2419.68,0.51050526,1,1209.84,Medium Risk
Female,Yes,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.18,484.32,0.17528962,0,242.16,Low Risk
Male,Yes,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.5,382.5,0.11601764,0,918.0,Low Risk
Female,Yes,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,80.34,1446.12,0.030978972,0,964.08,Low Risk
Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,61.21,367.26,0.33945292,1,734.52,Medium Risk
Female,Yes,No,No,22,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),57.47,1264.34,0.09468892,0,689.64,Low Risk
Female,No,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),40.49,1133.72,0.08079199,0,485.88,Low Risk
Male,No,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.45,84.9,0.37273425,1,509.40000000000003,Medium Risk
Female,Yes,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.99,712.77,0.0094373375,0,371.88,Low Risk
Female,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,94.66,5679.6,0.16837099,0,1135.92,Low Risk
Male,Yes,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.92,404.6,0.5069602,1,971.04,Medium Risk
Male,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,5346.6,0.2591036,0,1125.6,Low Risk
Female,Yes,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.72,272.64,0.069809,0,272.64,Low Risk
Female,Yes,Yes,Yes,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.36,152.72,0.19851907,0,916.3199999999999,Low Risk
Female,Yes,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.51,569.67,0.085377745,0,402.12,Low Risk
Female,Yes,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.24,2354.4,0.063657716,0,470.88,Low Risk
Male,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.84,778.36,0.01664365,0,322.08,Low Risk
Male,Yes,No,No,22,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,84.78,1865.16,0.09814833,0,1017.36,Low Risk
